HouseID_EC,neighborhood_id,neighborhood_name,date_entered,entered_by,qaqc_date,qaqc_by,survey_date,survey_time,survey_time_ampm,crew,weather_sunny,weather_cloudy,weather_hot,weather_cool,weather_dry,weather_rain,single_family_home,corner_lot,no_sidewalk,property_othernotes,property_notes,houseexterior_ivy,houseexterior_paint,houseexterior_wood,houseexterior_vinyl,houseexterior_bars,houseexterior_block,houseexterior_stucco,houseexterior_other,houseexterior_other_describe,exteriorquality_high,exteriorquality_medium,exteriorquality_low,yardmaintenance_high,yardmaintenance_medium,yardmaintenance_low,yardorderliness_high,yardorderliness_medium,yardorderliness_low,yardquality_notes,lawn_present,lawn_patchiness,lawn_percent_living,lawn_percent_dead,lawn_percent_weeds,lawn_percent_bare,lawn_percent_other,lawn_other_description,lawngrasscolor_percent_verygreen,lawngrasscolor_percent_modgreen,lawngrasscolor_percent_greenyellow,lawngrasscolor_percent_yellow,lawngrasscolor_percent_brown,lawnallcolor_percent_verygreen,lawnallcolor_percent_medgreen,lawnallcolor_percent_greenyellow,lawnallcolor_percent_yellow,lawnallcolor_percent_brown,lawn_quality,lawn_notes,lawn_edges_trimmed,lawn_recently_mowed,grass_height_cm,weed_height_cm,lawn_weeds_none,lawn_weeds_few,lawn_weeds_some,lawn_weeds_numerous,lawn_weeds_throughout,xeric_weeds_none,xeric_weeds_few,xeric_weeds_some,xeric_weeds_numerous,xeric_weeds_throughout,other_weedy_areas,other_weedy_areas_description,tree_pruning_evidence,tree_pruning_evidence_notes,shrub_pruning_evidence,shrub_pruning_evidence_notes,view_streettrees,view_streettree_viewshed_quantity,view_streettree_viewshed_species,view_streettree_viewshed_height_m,view_streettree_house_quantity,view_streettree_house_species,view_streettree_house_height_m,view_desertpark,view_mesicpark,view_commercial,view_industrial,view_multifamily,view_highway,view_school,view_none,view_notes,view_neighbor_left,view_neighbor_right,view_neighbor_acrossst,view_neighbor_acrossleft,view_neighbor_acrossright,fence_front_wood_height,fence_front_wood_gate,fence_backside_wood_height,fence_backside_wood_gate,fence_front_cement_height,fence_front_cement_gate,fence_backside_cement_height,fence_backside_cement_gate,fence_front_chainlink_height,fence_front_chainlink_gate,fence_backside_chainlink_height,fence_backside_chainlink_gate,fence_front_metal_height,fence_front_metal_gate,fence_backside_metal_height,fence_backside_metal_gate,fence_front_hedge_height,fence_front_hedge_gate,fence_backside_hedge_height,fence_backside_hedge_gate,fence_continuity,bird_feeder,water_feature,front_patio,cats,dogs,animal_waste,religious_ornaments,flagpole,cars_in_yard,potted_plants,play_equiptment_toys,lawn_ornaments,chairs_tables,river_bed,topography,litter,plant_litter,maintenance_tools,lightpost,other_yard_feature,other_yard_feature_describe,drip_irrigation,sprinklers_ground,sprinklers_hose,hose,nutrients,watercan,flood_irrigation,management_unknown,management_other,management_other_describe,yard_human_activities,neighborhood_human_activities,animals_observed,animals_in_yard,animals_in_neighborhood,amount_grass_front,amount_grass_back,amount_veg_front,amount_veg_back,yard_type_front,yard_type_front_description,yard_type_back,yard_type_back_description,cactus_visible,food_garden_visible,palm_trees_visible,front_yard_area_m2,notes
44a,1,South Phoenix,04/13/09,mjs,09/10/09,mjs,07/21/08,7:45 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,lawn,patchy,25,50,0,25,0,0,10,10,0,10,70,0,0,0,1,0,10,0,0,0,15,4,0,1,0,0,0,1,0,0,0,0,0,0,1,large branches trimmed & some shaping,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4: mostly bare w/ some grass,4: mostly bare w/ some grass,4: mostly bare w/ some grass,1,4: mostly bare w/ some grass,0,0,0,0,0,0,6,0,"3,5",1,6,1,0,0,0,0,0,0,0,0,3ft chain-link fence & gate goes around front of house & driveway & blocks left neighbor; 6ft chain-link fence & gate separates backyard & right neighbor; 6ft cement wall goes around backyard,0,0,F,0,B,0,0,0,0,0,0,0,F,0,0,F,F,0,0,F,tires; gas can,0,0,0,1,0,0,0,0,0,0,0,walkers,0,0,0,4,6,4,5,6,bare w/ some grass,6,looks like junkyard,0,0,0,178,
450d,4,Ahwatukee,01/20/09,mjs,03/06/09,rw,06/17/08,9:30 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,lawn,even,70,30,0,0,0,0,0,50,20,20,10,0,0,1,0,0,4,0,0,0,10,30,0,1,0,0,0,0,1,0,0,0,1,cracks of driveway,1,large branches,1,shaping,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,4: none,2,0,0,5,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3ft cement wall sections off patio area in front yard; 5ft & 6ft cement walls separate front & backyards,0,0,F,0,0,0,0,F,0,F,0,F,0,0,0,0,F,F,0,F ,wreath,1,0,0,1,0,0,0,0,0,0,0,light traffic,0,0,0,4,6,3,5,1,0,5,0,0,0,0,115,
451d,4,Ahwatukee,09/30/08,ec,11/11/08,mjs,06/17/08,9:20 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,large branches trimmed,1,shaping,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,4: none,2,2,0,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,separates side and front yard,0,0,0,0,0,0,0,0,0,F,0,0,0,F,F,0,F,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,street maintenance,0,0,0,1,6,3,5,3,0,5,0,0,0,0,106,
452d,4,Ahwatukee,11/07/08,cas,11/24/08,mjs,06/17/08,9:05 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,shaped,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,4: none,4: none,2,0,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,separates front and back,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,0,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,light traffic,0,0,0,1,6,3,5,3,0,5,0,0,0,0,86,
453d,4,Ahwatukee,11/07/08,cas,11/25/08,mjs,06/17/08,8:55 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,palm maintained,1,shaped,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,separates front and back,0,0,0,0,0,0,0,0,0,0,0,F,0,F,F,0,F,0,0,F,malibu lights,1,0,0,0,0,0,0,0,0,0,0,neighbor spoke with us,0,0,0,1,4,3,5,3,0,5,0,0,0,1,87,
454d,4,Ahwatukee,01/24/09,mjs,03/16/09,rw,06/17/09,8:40 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,maintained,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,2,2,0,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5ft cement wall & 5ft wooden gate separating front & backyards;,0,0,0,0,0,0,0,0,0,F,0,F,0,F,F,0,F,F,0,0,0,1,0,0,1,0,0,0,0,0,0,0,light traffic & walker,dog,1,0,1,6,3,5,3,0,5,0,1,0,1,89,
455d,4,Ahwatukee,01/24/09,mjs,03/16/09,rw,06/17/08,7:55 AM,am,jv ec,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,large branches,1,shaping,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4: wash,2,2,2,0,0,5,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5ft cement wall & 5ft wooden gate separating front & backyards; 5ft cement wall separate frontyard from wash on rightside,0,0,F,0,0,0,0,0,0,F,0,F,F,F,F,0,F,0,0,F,malibu lights,1,0,0,0,0,0,0,0,0,0,soliciter,0,0,0,0,1,6,4,5,3,0,5,0,1,0,0,127,
456d,4,Ahwatukee,01/26/09,mjs,03/16/09,rw,06/18/08,6:50 AM,am,jv ec,1,0,1,0,1,0,1,0,0,1,adjacent to drainage wash,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,no trees,1,trimmed/shaped,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4: wash,2,2,4: wash,3,0,0,6,0,8,0,"6,8",0,0,0,0,0,0,0,0,0,0,0,0,0,6ft cement & wooden walls separate front & backyards; 8ft cement wall separates property from drainage wash on left side,0,F,0,0,0,0,0,0,0,F,0,0,0,0,F,0,0,0,0,F,malibu lights & spotlights,1,0,0,0,0,0,0,0,0,0,0,light traffic & walkers,0,0,0,1,6,3,5,3,0,5,0,0,0,0,141,
457d,4,Ahwatukee,10/04/08,ec,11/04/08,ec,06/18/08,7:15 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,shaped/trimmed branches,1,shaped,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,2,2,0,0,6,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"separates front and back, retaining wall around whole front yard terracing the front",0,0,F,0,0,0,0,0,0,F,0,0,F,F,0,0,F,0,0,F,malibu lights,1,0,0,0,0,0,0,0,0,0,homeonwer spoke with us and showed interest in study - showed us a drawing from landscape architect for yard,"neighbor asked about project, walkers",0,0,0,1,6,4,5,6,patio + crushed rock + terraced yard,5,0,0,0,0,231,
458d,4,Ahwatukee,01/27/09,mjs,07/13/10,ec,06/18/08,8:10 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,branches trimmed,1,bear grass cut back,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,2,3,2,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6ft cement wall & 6ft wooden gate separating front & backyards,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,0,0,F,lights,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,5,3,0,5,0,1,1,0,171,
459d,4,Ahwatukee,01/27/09,mjs,07/13/10,ec,06/18/08,8:30 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,branches trimmed,1,green cloud shaped,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,2,2,2,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6ft cement wall & 6ft wooden gate separates front & sideyards,0,0,0,0,0,0,0,0,0,F,0,F,0,F,F,0,F,0,0,F,malibu lights; flag hanging outside window,1,0,0,1,0,0,0,0,0,0,0,cleaner in & out of neighbor's house,bird,1,0,1,6,3,5,3,0,5,0,0,0,0,130,
45a,1,South Phoenix,05/01/09,mjs,09/10/09,mjs,08/12/08,7:40 AM,am,jv ec,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,1,in bare yard,1,large branches,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,4: desert park/open space,4: desert park/open space,4: desert park/open space,0,0,0,0,0,0,0,0,3,0,3,0,7,1,0,0,3,0,0,0,"3ft veg. hedge is tall pots w/ plants making a front fence; 3ft chain-link fence is on both sides of frontyards & separates front & backyards, going around at least part of backyard; 7ft other-metal fence & gate encloses carport",0,0,0,0,0,F,0,0,0,F,0,0,0,F,F,F,F,0,0,F,dog wandering around near house (maybe their dog?),1,0,0,0,0,0,1,0,0,0,0,traffic & neighbors doing outside work,dogs,1,1,1,6,4,5,6,bare yard w/ plants,5,0,1,0,0,189,
460d,4,Ahwatukee,01/26/09,mjs,03/30/09,rw,06/18/08,8:40 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,lawn,even,95,0,5,0,0,0,0,100,0,0,0,0,1,0,0,0,2,0,1,0,5,8,0,1,0,0,0,0,1,0,0,0,0,0,1,palms trimmed,1,oleander (1) cut back to base,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,2,2,3,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6ft cement wall & 6ft wooden gate separates front & backyards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6,2,5,2,0,5,0,0,0,1,145,
461d,4,Ahwatukee,01/27/09,mjs,07/13/10,ec,06/18/08,9:10 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,branches trimmed,1,shaped,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,2,3,3,0,0,6,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3ft cement wall surrounding patio area; 6ft cement wall & 6ft wooden gate separate front & sideyards,0,0,F,0,0,0,0,0,0,0,0,0,0,F,F,0,F,0,0,F,malibu lights/ spotlights,1,0,0,1,0,0,0,0,0,0,0,neighbor leaving,0,0,0,1,6,4,5,6,some patio area (1/4) & rock (3/4),5,0,0,0,1,149,
462d,4,Ahwatukee,09/30/08,ec,11/04/08,ec,06/18/08,9:30 AM,am,jv ec,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,lawn,patchy,90,5,5,0,0,0,0,80,15,0,5,0,1,0,0,0,3,0,1,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,foothills palo verde appears sick - cut all way down and resprouting from trunk,1,shaped,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,2,3,2,2,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"separates front and side yard, on corner side, fence encloses side yard",0,0,0,0,0,0,0,0,0,F,0,F,0,F,F,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,light traffic,0,0,0,4,6,3,5,2,0,5,0,1,0,0,193,
463d,4,Ahwatukee,10/04/08,ec,11/04/08,ec,06/18/08,7:45 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,pruned branches,1,shaped cassia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,2,3,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,separates front and side yard,0,0,0,0,0,0,0,0,0,0,0,F,0,F,F,F,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hummingbird in yard,1,0,1,6,4,5,3,0,5,0,0,0,0,125,
464d,4,Ahwatukee,01/27/09,mjs,07/13/10,ec,06/18/08,7:30 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,lawn,even,100,0,0,0,0,0,0,0,90,10,0,0,0,1,0,0,3,0,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,date palm trimmed,1,shaped shrubs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,3,2,0,0,6,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1ft cement wall terraces part of front yard; 6ft cement wall & 6ft wooden gate separate front & sideyards,0,0,0,0,0,0,0,0,0,F,0,0,0,F,F,0,0,0,0,F,for sale,1,1,0,1,0,0,0,0,0,0,0,light traffic,0,0,0,4,6,3,5,2,0,5,0,0,0,1,99,
465d,4,Ahwatukee,09/30/08,ec,12/11/08,mjs,06/18/08,10:00 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,trimmed branches,1,sages shaped,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,separates side and front yard,0,0,0,0,0,0,0,0,0,F,F,0,0,0,0,0,F,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Kids leaving house,0,bird in tree in yard,1,0,1,6,3,5,3,0,5,0,0,0,0,117,
467d,4,Ahwatukee,10/03/08,mjs,11/11/08,mjs,06/17/08,7:05 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,small branches,1,shaping,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,5,1,0,0,"5,8",0,0,0,0,0,0,0,0,0,0,0,0,0,5ft separates front & back; 8ft separates right neighbor (retaining wall),0,F,0,0,0,F,0,0,0,F,0,F,0,F,F,0,F,0,0,F,malibu lights,1,0,0,1,0,0,0,0,0,0,0,light traffic,0,0,0,1,6,3,5,3,0,5,0,1,1,0,144,
468d,4,Ahwatukee,12/11/08,mjs,12/16/08,mjs,04/27/08,10:00 AM,am,jv ms,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,shaped sage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,3,4: road,0,0,6,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2ft decorative cement wall in front yard; 6ft wooden gate between front & right sideyards; 6ft cement wall separating left side & frontyard,0,0,0,0,0,0,0,F,0,0,0,0,0,0,F,0,0,0,0,F,malibu lights,1,0,0,0,0,0,0,0,0,0,0,light traffic & children on bikes and scooters,dogs,0,1,1,6,4,5,3,0,5,0,1,0,0,178,
469d,4,Ahwatukee,07/14/08,jv,09/30/09,mjs,04/29/08,15:30,pm,ms jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,cut branches,1,shaped sage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,5,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,cement wall between side right and back yard; wooden gate separating front and side left yard,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,F,malibu lights,1,0,0,0,0,0,0,0,1,spigot on side,owner came  out,light traffic,0,0,0,1,6,4,5,3,0,6,can see some grass,1,0,0,189,
46a,1,South Phoenix,02/09/09,mjs,09/22/09,mjs,08/12/08,8:15 AM,am,jv ec,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,lawn,patchy,65,0,30,5,0,0,0,50,0,50,0,0,0,1,0,0,5,0,1,1,3,3,0,0,0,1,0,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,"4: 1/2 bare, 1/2 grass",1,4,1,8,0,0,0,0,0,0,0,3,1,6,1,0,0,0,0,0,0,0,0,3ft chain-link fence & gate surrounds front yard; 6ft chain-link fence & gate separates front & backyards and encloses backyard; 8ft wooden trellis encloses front patio,0,0,F,0,0,0,0,0,0,0,0,0,F,0,0,0,F,F,0,0,0,0,0,0,1,0,0,0,0,0,0,owner reading on patio,traffic,0,0,0,5,6,3,5,1,0,5,0,0,0,0,174,
470d,4,Ahwatukee,07/14/08,jv,09/30/09,mjs,04/29/08,15:00,pm,ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,tree canopy trimmed,1,green cloud sage shaped,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,3,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,mostly around backyard and side yard on right side of house,0,0,0,0,0,0,0,0,0,F,0,0,0,FS,F,0,0,0,0,F,chalk drawing on sidewalk,1,0,0,0,0,0,0,0,0,0,person left with a dog,0,0,0,0,1,6,4,5,3,0,5,0,1,0,1,165,
47a,1,South Phoenix,02/09/09,mjs,09/22/09,mjs,08/12/08,9:25 AM,am,jv ec,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,lawn,patchy,20,0,80,0,0,0,0,0,25,50,25,0,0,0,1,0,7,0,0,1,2,2,0,0,0,0,1,9,9,9,9,9,0,0,1,minor branches,1,cut back,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,"4: 1/2 bare, 1/2 weeds",2,1,0,0,0,0,0,0,6,1,4,1,5,1,0,0,0,0,0,0,0,0,4ft chain-link fence & gate encloses front yard; 5ft chain-link fence & gate separates front & back yards; 6ft cement wall encloses back yard,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,F,0,0,F,thermometer,0,0,0,0,0,0,1,0,0,0,0,neighbor asked about project; light traffic,0,0,0,5,6,2,5,6,mostly weeds in grass area w/ trees & shrubs,5,0,0,0,0,198,
48a,1,South Phoenix,07/29/08,jv,09/09/08,mjs,07/28/08,10:20 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,lawn,patchy,25,25,0,50,0,0,0,0,40,30,30,0,0,1,0,0,8,0,0,1,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4: mostly bare,1,2,4: 1/2 bare 1/2 weeds,1,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,3ft chain link around whole yard including driveway chainlink gate; 7ft fence between front and side yards,F,0,0,0,0,0,0,0,0,0,0,F,F,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,5,6,"1/2 bare, 1/2 grass",5,0,0,0,0,247,
49a,1,South Phoenix,07/29/08,jv,09/03/08,mjs,07/28/08,9:40 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,yard mostly bare with some grass patches and large rock piles; building fence across front of yard area,lawn,patchy,20,0,20,60,0,0,0,100,0,0,0,0,1,0,0,0,9,large rock pile in yard for fence construction plus large slate rocks on ground,0,0,20,5,0,0,0,1,0,1,0,0,0,0,1,0,1,pinus branches trimmmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"4: 1/2 with cacti, growing, 1/2 weeds/tall grass",1,1,"4: 1/4 bare, 3/4 pavement",0,0,0,0,3,0,6,0,"3, 4.5",6,1,0,0,0,0,0,0,0,0,0,3ft cement wall along side of driveway; 3ft chainlink fence along other side of yard; 4.5 decorative rock and metal fence along front; 6ft cement wall between front and side yard; 6ft chain link fence/gate between front and side,0,0,0,0,0,0,F,0,0,F,F,F,F,0,0,F,0,0,0,F,large rock piles,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,2,5,6,mostly bare with some grass,5,0,1,0,0,214,
4a,1,South Phoenix,07/23/08,jv,09/04/08,mjs,07/21/08,8:30 AM,am,jv ec,1,0,1,0,1,0,1,0,0,1,driveway is dirt (non-impervious,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,lawn,patchy,80,0,0,20,0,0,100,0,0,0,0,1,0,0,0,0,2,not super dense grass,1,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,large branches,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4 mostly bare,1,1,"4 very patchy, bare, and grass",1,0,0,0,0,0,0,0,0,4,1,6,1,0,0,0,0,0,0,0,0,4ft gate surrounds yard in front of house; 6ft gate surrounds back yard,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,F,tube going from backyard to front yard,0,0,0,1,0,0,0,0,0,0,walked out of house and into house across street,0,0,0,0,5,1,2,5,1,0,6,bare,0,0,0,177,
50a,1,South Phoenix,05/09/09,ec,09/22/09,mjs,08/12/08,8:00 AM,am,jv ec,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,lawn,patchy,80,0,0,20,0,0,80,10,0,10,0,1,0,0,0,0,6,0,0,0,10,12,0,1,0,0,0,9,9,9,9,9,1,flowerbed,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,4: desert park/open space,4: desert park/open space,4: desert park/open space,0,0,0,0,0,0,0,0,4,1,6,0,0,0,0,0,0,0,0,0,"4ft fence encloses front yard & separates front and back, left fence encloses at least part of back yard",F,0,F,0,F,F,0,0,0,F,F,F,F,0,0,F,F,F,0,F,"car maintence stuff, TV, microwave, wind chimes",0,0,0,1,0,0,0,0,0,0,0,neighbor washing car & asked about project,dog,1,0,5,6,3,5,1,0,5,0,1,0,1,187,
